,Unnamed: 0,timestamp,screen_name,replay_to_users,replies,retweets,likes,text,geo,mentions,hashtags,user_id,tweet_url,city_id,city,lat,lng
32,32,2019-03-26 14:10:54,scottjoy,StateFarm,0,0,1,@Sillysully7 What do you think? #CamelFever,,@Sillysully7,CamelFever,1110544659938455553,https://twitter.com/scottjoy/status/1110544659938455553,1840054838,Exeter,42.9901,-70.9646
33,33,2019-11-03 04:11:36,jncojeanwhore,cumtweetsdotcom,1,0,0,are you jake from state farm?,,,[],1190843947607842816,https://twitter.com/jncojeanwhore/status/1190843947607842816,1840055881,Windham,42.8076,-71.2995
34,34,2019-10-26 17:29:10,jcarlsonma,,2,0,0,Just got a weird letter from @StateFarm asking to confirm residency of my wife. She does not work outside the home but only acceptable confirmation is W2 or government disability. We’ve been married 26 years and have lived at the same address for over 23 years.,,@StateFarm,[],1188145558638206976,https://twitter.com/jcarlsonma/status/1188145558638206976,1840055881,Windham,42.8076,-71.2995
35,35,2019-06-09 12:17:37,therevdude99,,0,0,0,We could save billions a year by stopping floods and forest fires but companies don't listen to common sense! @StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,,@StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,[],1137695242902282240,https://twitter.com/therevdude99/status/1137695242902282240,1840055881,Windham,42.8076,-71.2995
36,36,2019-05-16 13:51:47,Pru_Brighton,jkopy1962RI,0,0,0,With Koch Industries there's a long list of products and companies they own. Start by looking at the brand names in your bathroom. They sell a lot of toilet paper.,,,[],1129021630464876545,https://twitter.com/Pru_Brighton/status/1129021630464876545,1840055881,Windham,42.8076,-71.2995
37,37,2019-05-16 13:29:08,Pru_Brighton,jkopy1962RI,0,0,1,"Please let them know, or just pick a few that you do business with and let them know. I'm picking mine. CVS will be at the top of my list. I hated them for a long time.",,,[],1129015930456035329,https://twitter.com/Pru_Brighton/status/1129015930456035329,1840055881,Windham,42.8076,-71.2995
38,38,2019-05-16 13:26:26,Pru_Brighton,JuddLegum,1,0,0,@threadreaderapp unroll,,@threadreaderapp,[],1129015250253230083,https://twitter.com/Pru_Brighton/status/1129015250253230083,1840055881,Windham,42.8076,-71.2995
39,39,2019-11-03 04:11:36,jncojeanwhore,cumtweetsdotcom,1,0,0,are you jake from state farm?,,,[],1190843947607842816,https://twitter.com/jncojeanwhore/status/1190843947607842816,1840055379,Pelham,42.7336,-71.324
40,40,2019-10-26 17:29:10,jcarlsonma,,2,0,0,Just got a weird letter from @StateFarm asking to confirm residency of my wife. She does not work outside the home but only acceptable confirmation is W2 or government disability. We’ve been married 26 years and have lived at the same address for over 23 years.,,@StateFarm,[],1188145558638206976,https://twitter.com/jcarlsonma/status/1188145558638206976,1840055379,Pelham,42.7336,-71.324
41,41,2019-06-09 12:17:37,therevdude99,,0,0,0,We could save billions a year by stopping floods and forest fires but companies don't listen to common sense! @StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,,@StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,[],1137695242902282240,https://twitter.com/therevdude99/status/1137695242902282240,1840055379,Pelham,42.7336,-71.324
42,42,2019-05-16 13:51:47,Pru_Brighton,jkopy1962RI,0,0,0,With Koch Industries there's a long list of products and companies they own. Start by looking at the brand names in your bathroom. They sell a lot of toilet paper.,,,[],1129021630464876545,https://twitter.com/Pru_Brighton/status/1129021630464876545,1840055379,Pelham,42.7336,-71.324
43,43,2019-05-16 13:29:08,Pru_Brighton,jkopy1962RI,0,0,1,"Please let them know, or just pick a few that you do business with and let them know. I'm picking mine. CVS will be at the top of my list. I hated them for a long time.",,,[],1129015930456035329,https://twitter.com/Pru_Brighton/status/1129015930456035329,1840055379,Pelham,42.7336,-71.324
44,44,2019-05-16 13:26:26,Pru_Brighton,JuddLegum,1,0,0,@threadreaderapp unroll,,@threadreaderapp,[],1129015250253230083,https://twitter.com/Pru_Brighton/status/1129015250253230083,1840055379,Pelham,42.7336,-71.324
45,45,2019-10-17 13:29:17,mjgoodwinart,AdamdeGrandis,0,0,1,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",,,[],1184823700992024577,https://twitter.com/mjgoodwinart/status/1184823700992024577,1840002810,Somersworth,43.2534,-70.8856
46,46,2019-10-15 15:47:31,BrokeAssMFA,,0,0,0,"Like a good neighbor, @StateFarm has a key to your house.",,@StateFarm,[],1184133711262035972,https://twitter.com/BrokeAssMFA/status/1184133711262035972,1840054971,Hanover,43.7155,-72.1911
47,47,2019-07-05 06:39:00,docdebags,ladydog44,1,0,1,Sour . Peyton is doing State Farm commercials while Tom is playing football and keeping graciously silent as idiots like this undermine his achievements.,,,[],1147032108961017856,https://twitter.com/docdebags/status/1147032108961017856,1840054971,Hanover,43.7155,-72.1911
48,48,2019-06-09 12:17:37,therevdude99,,0,0,0,We could save billions a year by stopping floods and forest fires but companies don't listen to common sense! @StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,,@StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,[],1137695242902282240,https://twitter.com/therevdude99/status/1137695242902282240,1840054510,Amherst,42.8705,-71.6068
49,49,2019-10-17 13:29:17,mjgoodwinart,AdamdeGrandis,0,0,1,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",,,[],1184823700992024577,https://twitter.com/mjgoodwinart/status/1184823700992024577,1840055265,Newmarket,43.0691,-70.9516
50,50,2019-03-26 14:10:54,scottjoy,StateFarm,0,0,1,@Sillysully7 What do you think? #CamelFever,,@Sillysully7,CamelFever,1110544659938455553,https://twitter.com/scottjoy/status/1110544659938455553,1840055265,Newmarket,43.0691,-70.9516
51,51,2019-11-30 12:47:28,jdb820,,0,0,0,This She Shed needs to be chicier. #SeaFestivalOfTrees #SeaFestOfTrees #salisburyma #StateFarm @Sea Festival of Trees https://www.instagram.com/p/B5fXfMjh-kk/?igshid=1eaxrbgy3u5l3,,,SeaFestivalOfTrees SeaFestOfTrees salisburyma StateFarm,1200758240650248192,https://twitter.com/jdb820/status/1200758240650248192,1840055531,Seabrook,42.887,-70.8612
52,52,2019-03-26 14:10:54,scottjoy,StateFarm,0,0,1,@Sillysully7 What do you think? #CamelFever,,@Sillysully7,CamelFever,1110544659938455553,https://twitter.com/scottjoy/status/1110544659938455553,1840055531,Seabrook,42.887,-70.8612
53,53,2019-06-09 12:17:37,therevdude99,,0,0,0,We could save billions a year by stopping floods and forest fires but companies don't listen to common sense! @StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,,@StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,[],1137695242902282240,https://twitter.com/therevdude99/status/1137695242902282240,1840055112,Litchfield,42.843,-71.455
54,54,2019-11-30 12:47:28,jdb820,,0,0,0,This She Shed needs to be chicier. #SeaFestivalOfTrees #SeaFestOfTrees #salisburyma #StateFarm @Sea Festival of Trees https://www.instagram.com/p/B5fXfMjh-kk/?igshid=1eaxrbgy3u5l3,,,SeaFestivalOfTrees SeaFestOfTrees salisburyma StateFarm,1200758240650248192,https://twitter.com/jdb820/status/1200758240650248192,1840055411,Plaistow,42.8403,-71.096
55,55,2019-11-03 04:11:36,jncojeanwhore,cumtweetsdotcom,1,0,0,are you jake from state farm?,,,[],1190843947607842816,https://twitter.com/jncojeanwhore/status/1190843947607842816,1840055411,Plaistow,42.8403,-71.096
56,56,2019-10-26 17:29:10,jcarlsonma,,2,0,0,Just got a weird letter from @StateFarm asking to confirm residency of my wife. She does not work outside the home but only acceptable confirmation is W2 or government disability. We’ve been married 26 years and have lived at the same address for over 23 years.,,@StateFarm,[],1188145558638206976,https://twitter.com/jcarlsonma/status/1188145558638206976,1840055411,Plaistow,42.8403,-71.096
57,57,2019-11-03 04:11:36,jncojeanwhore,cumtweetsdotcom,1,0,0,are you jake from state farm?,,,[],1190843947607842816,https://twitter.com/jncojeanwhore/status/1190843947607842816,1840054547,Atkinson,42.836999999999996,-71.1605
58,58,2019-10-26 17:29:10,jcarlsonma,,2,0,0,Just got a weird letter from @StateFarm asking to confirm residency of my wife. She does not work outside the home but only acceptable confirmation is W2 or government disability. We’ve been married 26 years and have lived at the same address for over 23 years.,,@StateFarm,[],1188145558638206976,https://twitter.com/jcarlsonma/status/1188145558638206976,1840054547,Atkinson,42.836999999999996,-71.1605
59,59,2019-10-11 09:01:13,BeardedJeeper,jeepfederation,0,0,0,Hello ... @StateFarm am I covered for this...,,@StateFarm,[],1182581910557679616,https://twitter.com/BeardedJeeper/status/1182581910557679616,1840002805,Claremont,43.379,-72.3368
60,60,2019-10-17 13:29:17,mjgoodwinart,AdamdeGrandis,0,0,1,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",,,[],1184823700992024577,https://twitter.com/mjgoodwinart/status/1184823700992024577,1840018720,Barrington,43.2139,-71.0424
61,61,2019-06-09 12:17:37,therevdude99,,0,0,0,We could save billions a year by stopping floods and forest fires but companies don't listen to common sense! @StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,,@StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,[],1137695242902282240,https://twitter.com/therevdude99/status/1137695242902282240,1840055019,Hollis,42.7494,-71.5834
62,62,2019-11-30 12:47:28,jdb820,,0,0,0,This She Shed needs to be chicier. #SeaFestivalOfTrees #SeaFestOfTrees #salisburyma #StateFarm @Sea Festival of Trees https://www.instagram.com/p/B5fXfMjh-kk/?igshid=1eaxrbgy3u5l3,,,SeaFestivalOfTrees SeaFestOfTrees salisburyma StateFarm,1200758240650248192,https://twitter.com/jdb820/status/1200758240650248192,1840055601,Stratham,43.0158,-70.9005
63,63,2019-10-17 13:29:17,mjgoodwinart,AdamdeGrandis,0,0,1,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",,,[],1184823700992024577,https://twitter.com/mjgoodwinart/status/1184823700992024577,1840055601,Stratham,43.0158,-70.9005
64,64,2019-03-26 14:10:54,scottjoy,StateFarm,0,0,1,@Sillysully7 What do you think? #CamelFever,,@Sillysully7,CamelFever,1110544659938455553,https://twitter.com/scottjoy/status/1110544659938455553,1840055601,Stratham,43.0158,-70.9005
65,65,2019-10-17 13:29:17,mjgoodwinart,AdamdeGrandis,0,0,1,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",,,[],1184823700992024577,https://twitter.com/mjgoodwinart/status/1184823700992024577,1840054819,Epping,43.0501,-71.0747
66,66,2019-03-26 14:10:54,scottjoy,StateFarm,0,0,1,@Sillysully7 What do you think? #CamelFever,,@Sillysully7,CamelFever,1110544659938455553,https://twitter.com/scottjoy/status/1110544659938455553,1840054819,Epping,43.0501,-71.0747
67,67,2019-10-11 09:01:13,BeardedJeeper,jeepfederation,0,0,0,Hello ... @StateFarm am I covered for this...,,@StateFarm,[],1182581910557679616,https://twitter.com/BeardedJeeper/status/1182581910557679616,1840055268,Newport,43.3649,-72.2001
68,68,2019-11-30 12:47:28,jdb820,,0,0,0,This She Shed needs to be chicier. #SeaFestivalOfTrees #SeaFestOfTrees #salisburyma #StateFarm @Sea Festival of Trees https://www.instagram.com/p/B5fXfMjh-kk/?igshid=1eaxrbgy3u5l3,,,SeaFestivalOfTrees SeaFestOfTrees salisburyma StateFarm,1200758240650248192,https://twitter.com/jdb820/status/1200758240650248192,1840055052,Kingston,42.9156,-71.0665
69,69,2019-03-26 14:10:54,scottjoy,StateFarm,0,0,1,@Sillysully7 What do you think? #CamelFever,,@Sillysully7,CamelFever,1110544659938455553,https://twitter.com/scottjoy/status/1110544659938455553,1840055052,Kingston,42.9156,-71.0665
70,70,2019-11-30 12:47:28,jdb820,,0,0,0,This She Shed needs to be chicier. #SeaFestivalOfTrees #SeaFestOfTrees #salisburyma #StateFarm @Sea Festival of Trees https://www.instagram.com/p/B5fXfMjh-kk/?igshid=1eaxrbgy3u5l3,,,SeaFestivalOfTrees SeaFestOfTrees salisburyma StateFarm,1200758240650248192,https://twitter.com/jdb820/status/1200758240650248192,1840055509,Rye,43.0141,-70.7607
71,71,2019-10-17 13:29:17,mjgoodwinart,AdamdeGrandis,0,0,1,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",,,[],1184823700992024577,https://twitter.com/mjgoodwinart/status/1184823700992024577,1840055509,Rye,43.0141,-70.7607
72,72,2019-03-26 14:10:54,scottjoy,StateFarm,0,0,1,@Sillysully7 What do you think? #CamelFever,,@Sillysully7,CamelFever,1110544659938455553,https://twitter.com/scottjoy/status/1110544659938455553,1840055509,Rye,43.0141,-70.7607
73,73,2019-06-09 12:17:37,therevdude99,,0,0,0,We could save billions a year by stopping floods and forest fires but companies don't listen to common sense! @StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,,@StateFarm @WeAreFarmers @LibertyMutual @GEICO @USAA @Amica,[],1137695242902282240,https://twitter.com/therevdude99/status/1137695242902282240,1840054705,Brookline,42.7464,-71.6705
74,74,2019-10-11 09:01:13,BeardedJeeper,jeepfederation,0,0,0,Hello ... @StateFarm am I covered for this...,,@StateFarm,[],1182581910557679616,https://twitter.com/BeardedJeeper/status/1182581910557679616,1840054717,Charlestown,43.2469,-72.3939
