,Unnamed: 0,Unnamed: 0.1,city,city_id,timestamp,likes,geo,hashtags,user_id,lat,lng,mentions,tweet_url,replies,retweets,text,replay_to_users,screen_name
82,82,,North Windham,1840002553,2019-08-15 10:10:53,0,,SFNeighborhoodAssist,1161943336351162368,43.8238,-70.4288,,https://twitter.com/GMSALTED/status/1161943336351162368,0,2,"Day #2!!! PLEASE VOTE! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
83,83,,North Windham,1840002553,2019-08-14 10:13:01,4,,SFNeighborhoodAssist,1161581481568931840,43.8238,-70.4288,@hperrysup @briley8557 @MAINETOY,https://twitter.com/GMSALTED/status/1161581481568931840,0,3,VOTE TODAY! Our grant for Gorham’s BackPack Program and GMS Garden could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup @briley8557 @MAINETOY,,GMSALTED
84,84,,North Windham,1840002553,2019-07-12 02:18:21,1,,[],1149503228586811394,43.8238,-70.4288,@CP3,https://twitter.com/bencampo/status/1149503228586811394,0,0,Which OKC player will join @CP3 in the State Farm Commercials?,PeterVecsey1,bencampo
85,85,,Lisbon,1840066320,2019-12-24 02:18:20,0,,[],1209297225915994114,44.0265,-70.09,,https://twitter.com/kayak_birder/status/1209297225915994114,0,0,I’m so sick of the AARod grab assing. Just not that good and one of the ultimate ‘hate the face’,NFL,kayak_birder
86,86,,Topsham,1840053028,2019-12-24 02:18:20,0,,[],1209297225915994114,43.9615,-69.9588,,https://twitter.com/kayak_birder/status/1209297225915994114,0,0,I’m so sick of the AARod grab assing. Just not that good and one of the ultimate ‘hate the face’,NFL,kayak_birder
87,87,,Freeport,1840052826,2019-12-24 02:18:20,0,,[],1209297225915994114,43.8556,-70.1009,,https://twitter.com/kayak_birder/status/1209297225915994114,0,0,I’m so sick of the AARod grab assing. Just not that good and one of the ultimate ‘hate the face’,NFL,kayak_birder
88,88,,Freeport,1840052826,2019-07-12 02:18:21,1,,[],1149503228586811394,43.8556,-70.1009,@CP3,https://twitter.com/bencampo/status/1149503228586811394,0,0,Which OKC player will join @CP3 in the State Farm Commercials?,PeterVecsey1,bencampo
89,89,,Buxton,1840066159,2019-11-10 22:06:24,2,,[],1193651146579234816,43.6428,-70.5376,,https://twitter.com/mtrem2/status/1193651146579234816,0,0,State Farm is rapidly catching up to Progressive and Geico when it comes to really annoying commercials,,mtrem2
90,90,,Buxton,1840066159,2019-09-22 15:30:33,0,,SesameStreet,1175794519478034432,43.6428,-70.5376,@StateFarm,https://twitter.com/LeanneCalderLib/status/1175794519478034432,0,0,@StateFarm love the #SesameStreet ads keep em comin!!!,,LeanneCalderLib
91,91,,Buxton,1840066159,2019-09-21 07:39:13,1,,[],1175313518817632257,43.6428,-70.5376,,https://twitter.com/BibleOfKate/status/1175313518817632257,0,0,This is powerful. I think you should bring this up to State Farm as a company. Mr. Coleman deserves a lot of public recognition for his abusive and atrocious behavior.,hooligantactix,BibleOfKate
92,92,,Buxton,1840066159,2019-08-18 11:25:36,1,,SFNeighborhoodAssist,1163049299703451648,43.6428,-70.5376,,https://twitter.com/GMSALTED/status/1163049299703451648,0,2,"Day #5! KEEP VOTING! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
93,93,,Buxton,1840066159,2019-08-16 09:29:50,3,,SFNeighborhoodAssist,1162295392316329984,43.6428,-70.5376,@hperrysup,https://twitter.com/GMSALTED/status/1162295392316329984,0,1,Day #3! 1 in 5 children in Maine are food insecure & Gorham does not escape that statistic! VOTE TODAY! With your help we could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23 #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup,,GMSALTED
94,94,,Buxton,1840066159,2019-08-15 10:10:53,0,,SFNeighborhoodAssist,1161943336351162368,43.6428,-70.5376,,https://twitter.com/GMSALTED/status/1161943336351162368,0,2,"Day #2!!! PLEASE VOTE! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
95,95,,Buxton,1840066159,2019-08-14 10:13:01,4,,SFNeighborhoodAssist,1161581481568931840,43.6428,-70.5376,@hperrysup @briley8557 @MAINETOY,https://twitter.com/GMSALTED/status/1161581481568931840,0,3,VOTE TODAY! Our grant for Gorham’s BackPack Program and GMS Garden could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup @briley8557 @MAINETOY,,GMSALTED
96,96,,Gray,1840052837,2019-09-22 15:30:33,0,,SesameStreet,1175794519478034432,43.8877,-70.3494,@StateFarm,https://twitter.com/LeanneCalderLib/status/1175794519478034432,0,0,@StateFarm love the #SesameStreet ads keep em comin!!!,,LeanneCalderLib
97,97,,Gray,1840052837,2019-09-21 07:39:13,1,,[],1175313518817632257,43.8877,-70.3494,,https://twitter.com/BibleOfKate/status/1175313518817632257,0,0,This is powerful. I think you should bring this up to State Farm as a company. Mr. Coleman deserves a lot of public recognition for his abusive and atrocious behavior.,hooligantactix,BibleOfKate
98,98,,Gray,1840052837,2019-08-18 11:25:36,1,,SFNeighborhoodAssist,1163049299703451648,43.8877,-70.3494,,https://twitter.com/GMSALTED/status/1163049299703451648,0,2,"Day #5! KEEP VOTING! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
99,99,,Gray,1840052837,2019-08-16 09:29:50,3,,SFNeighborhoodAssist,1162295392316329984,43.8877,-70.3494,@hperrysup,https://twitter.com/GMSALTED/status/1162295392316329984,0,1,Day #3! 1 in 5 children in Maine are food insecure & Gorham does not escape that statistic! VOTE TODAY! With your help we could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23 #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup,,GMSALTED
100,100,,Gray,1840052837,2019-08-15 10:10:53,0,,SFNeighborhoodAssist,1161943336351162368,43.8877,-70.3494,,https://twitter.com/GMSALTED/status/1161943336351162368,0,2,"Day #2!!! PLEASE VOTE! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
101,101,,Gray,1840052837,2019-08-14 10:13:01,4,,SFNeighborhoodAssist,1161581481568931840,43.8877,-70.3494,@hperrysup @briley8557 @MAINETOY,https://twitter.com/GMSALTED/status/1161581481568931840,0,3,VOTE TODAY! Our grant for Gorham’s BackPack Program and GMS Garden could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup @briley8557 @MAINETOY,,GMSALTED
102,102,,Gray,1840052837,2019-07-12 02:18:21,1,,[],1149503228586811394,43.8877,-70.3494,@CP3,https://twitter.com/bencampo/status/1149503228586811394,0,0,Which OKC player will join @CP3 in the State Farm Commercials?,PeterVecsey1,bencampo
103,103,,Cumberland,1840066197,2019-11-10 22:06:24,2,,[],1193651146579234816,43.7933,-70.258,,https://twitter.com/mtrem2/status/1193651146579234816,0,0,State Farm is rapidly catching up to Progressive and Geico when it comes to really annoying commercials,,mtrem2
104,104,,Cumberland,1840066197,2019-09-22 15:30:33,0,,SesameStreet,1175794519478034432,43.7933,-70.258,@StateFarm,https://twitter.com/LeanneCalderLib/status/1175794519478034432,0,0,@StateFarm love the #SesameStreet ads keep em comin!!!,,LeanneCalderLib
105,105,,Cumberland,1840066197,2019-09-21 07:39:13,1,,[],1175313518817632257,43.7933,-70.258,,https://twitter.com/BibleOfKate/status/1175313518817632257,0,0,This is powerful. I think you should bring this up to State Farm as a company. Mr. Coleman deserves a lot of public recognition for his abusive and atrocious behavior.,hooligantactix,BibleOfKate
106,106,,Cumberland,1840066197,2019-08-18 11:25:36,1,,SFNeighborhoodAssist,1163049299703451648,43.7933,-70.258,,https://twitter.com/GMSALTED/status/1163049299703451648,0,2,"Day #5! KEEP VOTING! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
107,107,,Cumberland,1840066197,2019-08-16 09:29:50,3,,SFNeighborhoodAssist,1162295392316329984,43.7933,-70.258,@hperrysup,https://twitter.com/GMSALTED/status/1162295392316329984,0,1,Day #3! 1 in 5 children in Maine are food insecure & Gorham does not escape that statistic! VOTE TODAY! With your help we could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23 #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup,,GMSALTED
108,108,,Cumberland,1840066197,2019-08-15 10:10:53,0,,SFNeighborhoodAssist,1161943336351162368,43.7933,-70.258,,https://twitter.com/GMSALTED/status/1161943336351162368,0,2,"Day #2!!! PLEASE VOTE! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
109,109,,Cumberland,1840066197,2019-08-14 10:13:01,4,,SFNeighborhoodAssist,1161581481568931840,43.7933,-70.258,@hperrysup @briley8557 @MAINETOY,https://twitter.com/GMSALTED/status/1161581481568931840,0,3,VOTE TODAY! Our grant for Gorham’s BackPack Program and GMS Garden could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup @briley8557 @MAINETOY,,GMSALTED
110,110,,Cumberland,1840066197,2019-07-12 02:18:21,1,,[],1149503228586811394,43.7933,-70.258,@CP3,https://twitter.com/bencampo/status/1149503228586811394,0,0,Which OKC player will join @CP3 in the State Farm Commercials?,PeterVecsey1,bencampo
111,111,,Berwick,1840052461,2019-10-17 13:29:17,1,,[],1184823700992024577,43.3006,-70.844,,https://twitter.com/mjgoodwinart/status/1184823700992024577,0,0,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",AdamdeGrandis,mjgoodwinart
112,112,,South Berwick,1840053002,2019-10-17 13:29:17,1,,[],1184823700992024577,43.2388,-70.7478,,https://twitter.com/mjgoodwinart/status/1184823700992024577,0,0,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",AdamdeGrandis,mjgoodwinart
113,113,,Eliot,1840052811,2019-10-17 13:29:17,1,,[],1184823700992024577,43.1488,-70.786,,https://twitter.com/mjgoodwinart/status/1184823700992024577,0,0,"O shit! Hope y’all are good, I feel like I saw this in a State Farm commercial",AdamdeGrandis,mjgoodwinart
114,114,,Eliot,1840052811,2019-03-26 14:10:54,1,,CamelFever,1110544659938455553,43.1488,-70.786,@Sillysully7,https://twitter.com/scottjoy/status/1110544659938455553,0,0,@Sillysully7 What do you think? #CamelFever,StateFarm,scottjoy
115,115,,New Gloucester,1840052925,2019-08-18 11:25:36,1,,SFNeighborhoodAssist,1163049299703451648,43.9641,-70.2959,,https://twitter.com/GMSALTED/status/1163049299703451648,0,2,"Day #5! KEEP VOTING! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
116,116,,New Gloucester,1840052925,2019-08-16 09:29:50,3,,SFNeighborhoodAssist,1162295392316329984,43.9641,-70.2959,@hperrysup,https://twitter.com/GMSALTED/status/1162295392316329984,0,1,Day #3! 1 in 5 children in Maine are food insecure & Gorham does not escape that statistic! VOTE TODAY! With your help we could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23 #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup,,GMSALTED
117,117,,New Gloucester,1840052925,2019-08-15 10:10:53,0,,SFNeighborhoodAssist,1161943336351162368,43.9641,-70.2959,,https://twitter.com/GMSALTED/status/1161943336351162368,0,2,"Day #2!!! PLEASE VOTE! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
118,118,,New Gloucester,1840052925,2019-08-14 10:13:01,4,,SFNeighborhoodAssist,1161581481568931840,43.9641,-70.2959,@hperrysup @briley8557 @MAINETOY,https://twitter.com/GMSALTED/status/1161581481568931840,0,3,VOTE TODAY! Our grant for Gorham’s BackPack Program and GMS Garden could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup @briley8557 @MAINETOY,,GMSALTED
119,119,,New Gloucester,1840052925,2019-07-12 02:18:21,1,,[],1149503228586811394,43.9641,-70.2959,@CP3,https://twitter.com/bencampo/status/1149503228586811394,0,0,Which OKC player will join @CP3 in the State Farm Commercials?,PeterVecsey1,bencampo
120,120,,Poland,1840052967,2019-08-18 11:25:36,1,,SFNeighborhoodAssist,1163049299703451648,44.0463,-70.39,,https://twitter.com/GMSALTED/status/1163049299703451648,0,2,"Day #5! KEEP VOTING! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
121,121,,Poland,1840052967,2019-08-16 09:29:50,3,,SFNeighborhoodAssist,1162295392316329984,44.0463,-70.39,@hperrysup,https://twitter.com/GMSALTED/status/1162295392316329984,0,1,Day #3! 1 in 5 children in Maine are food insecure & Gorham does not escape that statistic! VOTE TODAY! With your help we could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23 #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup,,GMSALTED
122,122,,Poland,1840052967,2019-08-15 10:10:53,0,,SFNeighborhoodAssist,1161943336351162368,44.0463,-70.39,,https://twitter.com/GMSALTED/status/1161943336351162368,0,2,"Day #2!!! PLEASE VOTE! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
123,123,,Poland,1840052967,2019-08-14 10:13:01,4,,SFNeighborhoodAssist,1161581481568931840,44.0463,-70.39,@hperrysup @briley8557 @MAINETOY,https://twitter.com/GMSALTED/status/1161581481568931840,0,3,VOTE TODAY! Our grant for Gorham’s BackPack Program and GMS Garden could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup @briley8557 @MAINETOY,,GMSALTED
124,124,,Sabattus,1840052984,2019-12-24 02:18:20,0,,[],1209297225915994114,44.095,-70.0662,,https://twitter.com/kayak_birder/status/1209297225915994114,0,0,I’m so sick of the AARod grab assing. Just not that good and one of the ultimate ‘hate the face’,NFL,kayak_birder
